episode,step,seed,demand,credit,market_rate,rolling_accept,optimal_rate,p_accept_at_optimal,default_prob
11,2,10011,2,2,0.053244,1.0,0.059,0.298,0.5
11,3,10011,0,1,0.049798,0.6667,0.0565,0.1519,0.8808
11,4,10011,1,3,0.048697,0.5,0.059,0.3527,0.1192
11,5,10011,2,1,0.050017,0.4,0.0585,0.2092,0.8808
11,6,10011,0,2,0.048664,0.3333,0.0565,0.228,0.5
11,7,10011,0,2,0.053623,0.2857,0.0565,0.228,0.5
11,8,10011,0,2,0.054756,0.25,0.0565,0.228,0.5
11,9,10011,2,2,0.052333,0.2222,0.059,0.298,0.5
11,10,10011,2,3,0.048788,0.3,0.0605,0.3919,0.1192
11,11,10011,0,1,0.047792,0.2727,0.0565,0.1519,0.8808
11,12,10011,1,2,0.04594,0.25,0.0575,0.2642,0.5
11,13,10011,0,1,0.044996,0.2308,0.0565,0.1519,0.8808
11,14,10011,0,2,0.044491,0.2143,0.0565,0.228,0.5
11,15,10011,1,3,0.04368,0.2,0.059,0.3527,0.1192
11,16,10011,0,2,0.044422,0.1875,0.0565,0.228,0.5
11,17,10011,1,3,0.046274,0.1765,0.059,0.3527,0.1192
11,18,10011,2,3,0.046793,0.1667,0.0605,0.3919,0.1192
11,19,10011,1,2,0.04839,0.1579,0.0575,0.2642,0.5
11,20,10011,0,2,0.050701,0.15,0.0565,0.228,0.5
11,21,10011,2,2,0.048178,0.1429,0.059,0.298,0.5
11,22,10011,1,1,0.050352,0.1818,0.0575,0.1788,0.8808
11,23,10011,1,3,0.051316,0.1739,0.059,0.3527,0.1192
11,24,10011,1,2,0.05046,0.2083,0.0575,0.2642,0.5
11,25,10011,2,2,0.052106,0.2,0.059,0.298,0.5
11,26,10011,1,2,0.050994,0.2308,0.0575,0.2642,0.5
11,27,10011,2,2,0.05383,0.2593,0.059,0.298,0.5
11,28,10011,1,2,0.055447,0.25,0.0575,0.2642,0.5
11,29,10011,0,2,0.053315,0.2414,0.0565,0.228,0.5
11,30,10011,1,3,0.053097,0.2333,0.059,0.3527,0.1192
11,31,10011,1,1,0.052363,0.2581,0.0575,0.1788,0.8808
11,32,10011,0,1,0.056626,0.25,0.0565,0.1519,0.8808
11,33,10011,2,1,0.054279,0.2424,0.0585,0.2092,0.8808
11,34,10011,0,2,0.055576,0.2353,0.0565,0.228,0.5
11,35,10011,1,2,0.049074,0.2286,0.0575,0.2642,0.5
11,36,10011,0,2,0.048149,0.2222,0.0565,0.228,0.5
11,37,10011,1,1,0.047858,0.2162,0.0575,0.1788,0.8808
11,38,10011,0,2,0.048719,0.2105,0.0565,0.228,0.5
11,39,10011,1,1,0.052667,0.2308,0.0575,0.1788,0.8808
11,40,10011,0,2,0.052091,0.225,0.0565,0.228,0.5
11,41,10011,1,2,0.052156,0.2195,0.0575,0.2642,0.5
11,42,10011,0,1,0.051128,0.2143,0.0565,0.1519,0.8808
11,43,10011,2,2,0.055922,0.2093,0.059,0.298,0.5
11,44,10011,0,2,0.055653,0.2045,0.0565,0.228,0.5
11,45,10011,1,2,0.05766,0.2222,0.0575,0.2642,0.5
11,46,10011,1,2,0.058396,0.2174,0.0575,0.2642,0.5
11,47,10011,0,1,0.059971,0.234,0.0565,0.1519,0.8808
11,48,10011,2,3,0.058578,0.2292,0.0605,0.3919,0.1192
11,49,10011,1,1,0.062263,0.2245,0.0575,0.1788,0.8808
11,50,10011,0,1,0.062558,0.22,0.0565,0.1519,0.8808
11,51,10011,2,3,0.061161,0.2,0.0605,0.3919,0.1192
11,52,10011,2,3,0.065749,0.2,0.0605,0.3919,0.1192
11,53,10011,1,2,0.061964,0.2,0.0575,0.2642,0.5
11,54,10011,2,1,0.061674,0.22,0.0585,0.2092,0.8808
11,55,10011,1,3,0.066096,0.22,0.059,0.3527,0.1192
11,56,10011,2,1,0.065475,0.22,0.0585,0.2092,0.8808
11,57,10011,2,2,0.06453,0.22,0.059,0.298,0.5
11,58,10011,2,2,0.063779,0.22,0.059,0.298,0.5
11,59,10011,0,2,0.063718,0.22,0.0565,0.228,0.5
11,60,10011,1,2,0.064082,0.2,0.0575,0.2642,0.5
11,61,10011,0,3,0.064101,0.2,0.0575,0.3155,0.1192
11,62,10011,0,1,0.059839,0.2,0.0565,0.1519,0.8808
11,63,10011,1,2,0.056199,0.2,0.0575,0.2642,0.5
11,64,10011,2,1,0.055683,0.2,0.0585,0.2092,0.8808
11,65,10011,1,1,0.054971,0.2,0.0575,0.1788,0.8808
11,66,10011,2,2,0.052646,0.2,0.059,0.298,0.5
11,67,10011,2,2,0.050442,0.2,0.059,0.298,0.5
11,68,10011,2,2,0.048227,0.22,0.059,0.298,0.5
11,69,10011,0,1,0.047407,0.22,0.0565,0.1519,0.8808
11,70,10011,1,2,0.048581,0.22,0.0575,0.2642,0.5
11,71,10011,1,2,0.046775,0.24,0.0575,0.2642,0.5
11,72,10011,1,1,0.046977,0.22,0.0575,0.1788,0.8808
11,73,10011,2,2,0.049542,0.24,0.059,0.298,0.5
11,74,10011,1,1,0.051032,0.22,0.0575,0.1788,0.8808
11,75,10011,1,2,0.051064,0.22,0.0575,0.2642,0.5
11,76,10011,1,1,0.052618,0.2,0.0575,0.1788,0.8808
11,77,10011,1,2,0.056648,0.2,0.0575,0.2642,0.5
11,78,10011,2,3,0.056496,0.2,0.0605,0.3919,0.1192
11,79,10011,0,2,0.056726,0.2,0.0565,0.228,0.5
11,80,10011,1,1,0.058059,0.2,0.0575,0.1788,0.8808
11,81,10011,1,2,0.058868,0.18,0.0575,0.2642,0.5
11,82,10011,0,3,0.059869,0.18,0.0575,0.3155,0.1192
11,83,10011,0,1,0.059044,0.18,0.0565,0.1519,0.8808
11,84,10011,2,1,0.05852,0.2,0.0585,0.2092,0.8808
11,85,10011,1,2,0.058691,0.2,0.0575,0.2642,0.5
11,86,10011,2,2,0.061932,0.2,0.059,0.298,0.5
11,87,10011,0,1,0.062278,0.2,0.0565,0.1519,0.8808
11,88,10011,0,1,0.059926,0.2,0.0565,0.1519,0.8808
11,89,10011,2,3,0.065654,0.18,0.0605,0.3919,0.1192
11,90,10011,0,2,0.067746,0.18,0.0565,0.228,0.5
11,91,10011,2,1,0.065919,0.18,0.0585,0.2092,0.8808
11,92,10011,0,1,0.067522,0.18,0.0565,0.1519,0.8808
11,93,10011,1,2,0.065922,0.18,0.0575,0.2642,0.5
11,94,10011,1,2,0.067076,0.2,0.0575,0.2642,0.5
11,95,10011,2,2,0.067206,0.18,0.059,0.298,0.5
11,96,10011,0,1,0.062417,0.18,0.0565,0.1519,0.8808
11,97,10011,1,3,0.059784,0.16,0.059,0.3527,0.1192
11,98,10011,1,1,0.061055,0.16,0.0575,0.1788,0.8808
11,99,10011,1,2,0.063573,0.16,0.0575,0.2642,0.5
12,0,10012,0,3,0.042749,0.5,0.0575,0.3155,0.1192
12,1,10012,1,2,0.039119,1.0,0.0575,0.2642,0.5
12,2,10012,0,2,0.039713,0.5,0.0565,0.228,0.5
12,3,10012,1,2,0.041243,0.3333,0.0575,0.2642,0.5
12,4,10012,0,1,0.04306,0.25,0.0565,0.1519,0.8808
12,5,10012,2,3,0.044034,0.2,0.0605,0.3919,0.1192
12,6,10012,1,3,0.044147,0.1667,0.059,0.3527,0.1192
12,7,10012,2,3,0.045526,0.1429,0.0605,0.3919,0.1192
12,8,10012,1,2,0.045875,0.25,0.0575,0.2642,0.5
12,9,10012,0,1,0.051485,0.2222,0.0565,0.1519,0.8808
12,10,10012,0,1,0.047932,0.2,0.0565,0.1519,0.8808
12,11,10012,0,3,0.048428,0.1818,0.0575,0.3155,0.1192
12,12,10012,0,1,0.049322,0.25,0.0565,0.1519,0.8808
12,13,10012,0,1,0.048696,0.2308,0.0565,0.1519,0.8808
12,14,10012,1,2,0.049206,0.2143,0.0575,0.2642,0.5
12,15,10012,2,2,0.050161,0.2,0.059,0.298,0.5
12,16,10012,0,1,0.048362,0.1875,0.0565,0.1519,0.8808
12,17,10012,0,1,0.046357,0.1765,0.0565,0.1519,0.8808
12,18,10012,0,3,0.049014,0.1667,0.0575,0.3155,0.1192
12,19,10012,1,2,0.051636,0.2105,0.0575,0.2642,0.5
12,20,10012,0,1,0.051786,0.25,0.0565,0.1519,0.8808
12,21,10012,0,3,0.051917,0.2381,0.0575,0.3155,0.1192
12,22,10012,1,2,0.050974,0.2273,0.0575,0.2642,0.5
12,23,10012,1,2,0.047863,0.2174,0.0575,0.2642,0.5
12,24,10012,0,2,0.050952,0.2083,0.0565,0.228,0.5
12,25,10012,0,2,0.053069,0.2,0.0565,0.228,0.5
12,26,10012,1,1,0.050519,0.1923,0.0575,0.1788,0.8808
12,27,10012,1,2,0.049473,0.1852,0.0575,0.2642,0.5
12,28,10012,2,2,0.04951,0.1786,0.059,0.298,0.5
12,29,10012,1,3,0.051639,0.2069,0.059,0.3527,0.1192
12,30,10012,1,2,0.053286,0.2333,0.0575,0.2642,0.5
12,31,10012,0,1,0.051799,0.2258,0.0565,0.1519,0.8808
12,32,10012,0,1,0.048055,0.2188,0.0565,0.1519,0.8808
12,33,10012,2,2,0.048243,0.2121,0.059,0.298,0.5
12,34,10012,2,2,0.047769,0.2353,0.059,0.298,0.5
12,35,10012,1,2,0.048505,0.2286,0.0575,0.2642,0.5
12,36,10012,0,2,0.047059,0.25,0.0565,0.228,0.5
12,37,10012,2,3,0.048839,0.2432,0.0605,0.3919,0.1192
12,38,10012,0,2,0.050803,0.2632,0.0565,0.228,0.5
12,39,10012,1,2,0.050394,0.2821,0.0575,0.2642,0.5
12,40,10012,0,3,0.053737,0.3,0.0575,0.3155,0.1192
12,41,10012,0,3,0.055151,0.2927,0.0575,0.3155,0.1192
12,42,10012,1,2,0.056867,0.3095,0.0575,0.2642,0.5
12,43,10012,1,2,0.051693,0.3023,0.0575,0.2642,0.5
12,44,10012,1,2,0.053883,0.2955,0.0575,0.2642,0.5
12,45,10012,1,2,0.054361,0.3111,0.0575,0.2642,0.5
12,46,10012,1,2,0.05761,0.3043,0.0575,0.2642,0.5
12,47,10012,2,2,0.054035,0.2979,0.059,0.298,0.5
12,48,10012,1,3,0.056371,0.2917,0.059,0.3527,0.1192
12,49,10012,0,1,0.056202,0.3061,0.0565,0.1519,0.8808
12,50,10012,1,2,0.054441,0.3,0.0575,0.2642,0.5
12,51,10012,2,3,0.052293,0.3,0.0605,0.3919,0.1192
12,52,10012,0,2,0.051632,0.3,0.0565,0.228,0.5
12,53,10012,0,1,0.053107,0.3,0.0565,0.1519,0.8808
12,54,10012,2,3,0.052233,0.3,0.0605,0.3919,0.1192
12,55,10012,0,2,0.051406,0.3,0.0565,0.228,0.5
12,56,10012,1,2,0.051732,0.3,0.0575,0.2642,0.5
12,57,10012,1,1,0.051915,0.3,0.0575,0.1788,0.8808
12,58,10012,1,2,0.053537,0.28,0.0575,0.2642,0.5
12,59,10012,1,1,0.049931,0.28,0.0575,0.1788,0.8808
12,60,10012,2,2,0.051229,0.28,0.059,0.298,0.5
12,61,10012,1,2,0.047535,0.28,0.0575,0.2642,0.5
12,62,10012,0,2,0.046463,0.28,0.0565,0.228,0.5
12,63,10012,2,1,0.046887,0.28,0.0585,0.2092,0.8808
12,64,10012,2,3,0.048669,0.28,0.0605,0.3919,0.1192
12,65,10012,0,3,0.048889,0.3,0.0575,0.3155,0.1192
12,66,10012,1,1,0.047875,0.3,0.0575,0.1788,0.8808
12,67,10012,2,2,0.049603,0.3,0.059,0.298,0.5
12,68,10012,1,3,0.054878,0.32,0.059,0.3527,0.1192
12,69,10012,0,3,0.051908,0.32,0.0575,0.3155,0.1192
12,70,10012,1,2,0.053345,0.3,0.0575,0.2642,0.5
12,71,10012,1,2,0.051014,0.3,0.0575,0.2642,0.5
12,72,10012,0,2,0.046394,0.3,0.0565,0.228,0.5
12,73,10012,0,2,0.049317,0.3,0.0565,0.228,0.5
12,74,10012,2,2,0.049626,0.3,0.059,0.298,0.5
12,75,10012,1,3,0.050925,0.3,0.059,0.3527,0.1192
12,76,10012,1,3,0.05003,0.3,0.059,0.3527,0.1192
12,77,10012,2,2,0.051355,0.3,0.059,0.298,0.5
12,78,10012,0,2,0.053581,0.3,0.0565,0.228,0.5
12,79,10012,0,2,0.052355,0.3,0.0565,0.228,0.5
12,80,10012,1,1,0.055515,0.28,0.0575,0.1788,0.8808
12,81,10012,0,3,0.056337,0.28,0.0575,0.3155,0.1192
12,82,10012,1,2,0.06104,0.3,0.0575,0.2642,0.5
12,83,10012,1,3,0.064917,0.3,0.059,0.3527,0.1192
12,84,10012,0,2,0.062453,0.3,0.0565,0.228,0.5
12,85,10012,1,2,0.061544,0.3,0.0575,0.2642,0.5
12,86,10012,1,2,0.064454,0.28,0.0575,0.2642,0.5
12,87,10012,0,2,0.064692,0.28,0.0565,0.228,0.5
12,88,10012,1,3,0.062934,0.28,0.059,0.3527,0.1192
12,89,10012,2,2,0.061149,0.26,0.059,0.298,0.5
12,90,10012,2,3,0.057963,0.24,0.0605,0.3919,0.1192
12,91,10012,0,2,0.05686,0.26,0.0565,0.228,0.5
12,92,10012,2,2,0.059711,0.24,0.059,0.298,0.5
12,93,10012,2,3,0.054182,0.24,0.0605,0.3919,0.1192
12,94,10012,2,3,0.051045,0.26,0.0605,0.3919,0.1192
12,95,10012,0,3,0.05213,0.24,0.0575,0.3155,0.1192
12,96,10012,1,3,0.052519,0.26,0.059,0.3527,0.1192
12,97,10012,2,1,0.051916,0.26,0.0585,0.2092,0.8808
12,98,10012,1,3,0.052395,0.26,0.059,0.3527,0.1192
12,99,10012,1,1,0.053563,0.26,0.0575,0.1788,0.8808
13,0,10013,1,2,0.053312,0.5,0.0575,0.2642,0.5
13,1,10013,1,1,0.048514,0.0,0.0575,0.1788,0.8808
13,2,10013,0,1,0.047997,0.5,0.0565,0.1519,0.8808
13,3,10013,1,3,0.049531,0.3333,0.059,0.3527,0.1192
13,4,10013,2,3,0.051615,0.25,0.0605,0.3919,0.1192
13,5,10013,2,2,0.053307,0.2,0.059,0.298,0.5
13,6,10013,0,2,0.053197,0.1667,0.0565,0.228,0.5
13,7,10013,1,2,0.053312,0.1429,0.0575,0.2642,0.5
13,8,10013,1,1,0.053773,0.25,0.0575,0.1788,0.8808
13,9,10013,0,1,0.051604,0.2222,0.0565,0.1519,0.8808
13,10,10013,0,2,0.050026,0.2,0.0565,0.228,0.5
13,11,10013,0,2,0.046422,0.1818,0.0565,0.228,0.5
13,12,10013,2,2,0.048848,0.25,0.059,0.298,0.5
13,13,10013,0,1,0.051667,0.3077,0.0565,0.1519,0.8808
13,14,10013,0,3,0.055215,0.2857,0.0575,0.3155,0.1192
13,15,10013,0,2,0.055697,0.3333,0.0565,0.228,0.5
13,16,10013,0,2,0.055061,0.375,0.0565,0.228,0.5
13,17,10013,0,3,0.055301,0.3529,0.0575,0.3155,0.1192
13,18,10013,2,2,0.056179,0.3333,0.059,0.298,0.5
13,19,10013,2,3,0.054873,0.3684,0.0605,0.3919,0.1192
13,20,10013,1,3,0.053315,0.4,0.059,0.3527,0.1192
13,21,10013,0,3,0.055228,0.381,0.0575,0.3155,0.1192
13,22,10013,2,2,0.055785,0.3636,0.059,0.298,0.5
13,23,10013,2,1,0.054937,0.3478,0.0585,0.2092,0.8808
13,24,10013,1,3,0.054495,0.3333,0.059,0.3527,0.1192
13,25,10013,0,2,0.054728,0.32,0.0565,0.228,0.5
13,26,10013,2,1,0.057312,0.3462,0.0585,0.2092,0.8808
13,27,10013,1,1,0.057941,0.3704,0.0575,0.1788,0.8808
13,28,10013,1,3,0.058252,0.3571,0.059,0.3527,0.1192
13,29,10013,2,2,0.060465,0.3448,0.059,0.298,0.5
13,30,10013,2,1,0.059881,0.3667,0.0585,0.2092,0.8808
13,31,10013,0,3,0.062048,0.3548,0.0575,0.3155,0.1192
13,32,10013,2,1,0.059275,0.375,0.0585,0.2092,0.8808
13,33,10013,0,2,0.059509,0.3636,0.0565,0.228,0.5
13,34,10013,1,3,0.058796,0.3824,0.059,0.3527,0.1192
13,35,10013,0,3,0.058717,0.4,0.0575,0.3155,0.1192
13,36,10013,0,2,0.055005,0.3889,0.0565,0.228,0.5
13,37,10013,0,1,0.051611,0.3784,0.0565,0.1519,0.8808
13,38,10013,2,3,0.05087,0.3684,0.0605,0.3919,0.1192
13,39,10013,1,3,0.048416,0.359,0.059,0.3527,0.1192
13,40,10013,1,2,0.048115,0.35,0.0575,0.2642,0.5
13,41,10013,0,1,0.04614,0.3415,0.0565,0.1519,0.8808
13,42,10013,0,3,0.042851,0.3333,0.0575,0.3155,0.1192
13,43,10013,0,3,0.042352,0.3488,0.0575,0.3155,0.1192
13,44,10013,2,1,0.038295,0.3636,0.0585,0.2092,0.8808
13,45,10013,2,1,0.034563,0.3556,0.0585,0.2092,0.8808
13,46,10013,0,2,0.033093,0.3478,0.0565,0.228,0.5
13,47,10013,2,3,0.03714,0.3617,0.0605,0.3919,0.1192
13,48,10013,2,2,0.035103,0.3542,0.059,0.298,0.5
13,49,10013,2,1,0.038359,0.3469,0.0585,0.2092,0.8808
13,50,10013,2,1,0.039507,0.34,0.0585,0.2092,0.8808
13,51,10013,1,1,0.042314,0.34,0.0575,0.1788,0.8808
13,52,10013,2,1,0.044624,0.32,0.0585,0.2092,0.8808
13,53,10013,2,3,0.045516,0.32,0.0605,0.3919,0.1192
13,54,10013,0,2,0.048087,0.32,0.0565,0.228,0.5
13,55,10013,1,1,0.045453,0.32,0.0575,0.1788,0.8808
13,56,10013,1,1,0.045865,0.34,0.0575,0.1788,0.8808
13,57,10013,1,2,0.047904,0.34,0.0575,0.2642,0.5
13,58,10013,1,2,0.048009,0.34,0.0575,0.2642,0.5
13,59,10013,0,3,0.046552,0.34,0.0575,0.3155,0.1192
13,60,10013,0,2,0.047126,0.34,0.0565,0.228,0.5
13,61,10013,0,2,0.048205,0.34,0.0565,0.228,0.5
13,62,10013,2,3,0.045636,0.32,0.0605,0.3919,0.1192
13,63,10013,2,2,0.04362,0.32,0.059,0.298,0.5
13,64,10013,1,2,0.044417,0.32,0.0575,0.2642,0.5
13,65,10013,2,3,0.043937,0.3,0.0605,0.3919,0.1192
13,66,10013,0,2,0.044041,0.28,0.0565,0.228,0.5
13,67,10013,0,1,0.046513,0.28,0.0565,0.1519,0.8808
13,68,10013,2,2,0.046017,0.28,0.059,0.298,0.5
13,69,10013,2,1,0.048402,0.26,0.0585,0.2092,0.8808
13,70,10013,1,2,0.046892,0.26,0.0575,0.2642,0.5
13,71,10013,0,2,0.047635,0.26,0.0565,0.228,0.5
13,72,10013,2,1,0.047187,0.26,0.0585,0.2092,0.8808
13,73,10013,0,2,0.049797,0.26,0.0565,0.228,0.5
13,74,10013,2,3,0.049488,0.28,0.0605,0.3919,0.1192
13,75,10013,0,1,0.049803,0.3,0.0565,0.1519,0.8808
13,76,10013,0,1,0.051401,0.28,0.0565,0.1519,0.8808
13,77,10013,0,2,0.050874,0.26,0.0565,0.228,0.5
13,78,10013,2,3,0.051877,0.26,0.0605,0.3919,0.1192
13,79,10013,1,1,0.053023,0.26,0.0575,0.1788,0.8808
13,80,10013,0,2,0.052795,0.24,0.0565,0.228,0.5
13,81,10013,0,1,0.05217,0.24,0.0565,0.1519,0.8808
13,82,10013,0,3,0.054218,0.22,0.0575,0.3155,0.1192
13,83,10013,0,1,0.055339,0.22,0.0565,0.1519,0.8808
13,84,10013,0,2,0.053747,0.22,0.0565,0.228,0.5
13,85,10013,0,1,0.051942,0.2,0.0565,0.1519,0.8808
13,86,10013,2,2,0.052409,0.2,0.059,0.298,0.5
13,87,10013,1,2,0.05142,0.22,0.0575,0.2642,0.5
13,88,10013,2,2,0.053835,0.22,0.059,0.298,0.5
13,89,10013,1,1,0.055119,0.22,0.0575,0.1788,0.8808
13,90,10013,0,1,0.052406,0.22,0.0565,0.1519,0.8808
13,91,10013,2,2,0.052614,0.22,0.059,0.298,0.5
13,92,10013,0,3,0.0479,0.22,0.0575,0.3155,0.1192
13,93,10013,0,3,0.051342,0.2,0.0575,0.3155,0.1192
13,94,10013,2,2,0.050545,0.18,0.059,0.298,0.5
13,95,10013,1,2,0.050631,0.18,0.0575,0.2642,0.5
13,96,10013,0,1,0.051493,0.2,0.0565,0.1519,0.8808
13,97,10013,2,2,0.049515,0.2,0.059,0.298,0.5
13,98,10013,1,2,0.046728,0.22,0.0575,0.2642,0.5
13,99,10013,2,3,0.04785,0.24,0.0605,0.3919,0.1192
14,0,10014,2,2,0.043762,0.5,0.059,0.298,0.5
14,1,10014,2,2,0.043168,0.0,0.059,0.298,0.5
14,2,10014,1,2,0.046598,0.0,0.0575,0.2642,0.5
14,3,10014,0,2,0.047125,0.0,0.0565,0.228,0.5
14,4,10014,1,1,0.047991,0.0,0.0575,0.1788,0.8808
14,5,10014,1,3,0.051948,0.0,0.059,0.3527,0.1192
14,6,10014,1,2,0.049978,0.0,0.0575,0.2642,0.5
14,7,10014,1,2,0.049027,0.0,0.0575,0.2642,0.5
14,8,10014,0,1,0.048562,0.0,0.0565,0.1519,0.8808
14,9,10014,0,1,0.045156,0.0,0.0565,0.1519,0.8808
14,10,10014,0,3,0.046328,0.0,0.0575,0.3155,0.1192
14,11,10014,1,1,0.045529,0.0,0.0575,0.1788,0.8808
14,12,10014,1,2,0.05027,0.0,0.0575,0.2642,0.5
14,13,10014,2,2,0.050904,0.0769,0.059,0.298,0.5
14,14,10014,0,2,0.0501,0.0714,0.0565,0.228,0.5
14,15,10014,0,3,0.052198,0.0667,0.0575,0.3155,0.1192
14,16,10014,0,3,0.05559,0.0625,0.0575,0.3155,0.1192
14,17,10014,0,3,0.051089,0.1176,0.0575,0.3155,0.1192
14,18,10014,1,1,0.050355,0.1111,0.0575,0.1788,0.8808
14,19,10014,1,2,0.05159,0.1053,0.0575,0.2642,0.5
14,20,10014,2,2,0.051653,0.1,0.059,0.298,0.5
14,21,10014,0,3,0.051246,0.0952,0.0575,0.3155,0.1192
14,22,10014,1,2,0.050887,0.1364,0.0575,0.2642,0.5
14,23,10014,1,2,0.049945,0.1304,0.0575,0.2642,0.5
14,24,10014,0,2,0.050894,0.125,0.0565,0.228,0.5
14,25,10014,2,2,0.051394,0.12,0.059,0.298,0.5
14,26,10014,1,3,0.051685,0.1154,0.059,0.3527,0.1192
14,27,10014,2,2,0.053742,0.1111,0.059,0.298,0.5
14,28,10014,0,1,0.057524,0.1071,0.0565,0.1519,0.8808
14,29,10014,2,1,0.054311,0.1379,0.0585,0.2092,0.8808
14,30,10014,0,2,0.054004,0.1333,0.0565,0.228,0.5
14,31,10014,1,1,0.056459,0.129,0.0575,0.1788,0.8808
14,32,10014,0,1,0.056561,0.125,0.0565,0.1519,0.8808
14,33,10014,2,1,0.058469,0.1212,0.0585,0.2092,0.8808
14,34,10014,1,2,0.055162,0.1471,0.0575,0.2642,0.5
14,35,10014,1,2,0.054502,0.1429,0.0575,0.2642,0.5
14,36,10014,2,1,0.056942,0.1667,0.0585,0.2092,0.8808
14,37,10014,2,1,0.055908,0.1622,0.0585,0.2092,0.8808
14,38,10014,1,2,0.056209,0.1579,0.0575,0.2642,0.5
14,39,10014,1,3,0.055432,0.1795,0.059,0.3527,0.1192
14,40,10014,2,2,0.055329,0.175,0.059,0.298,0.5
14,41,10014,1,2,0.056657,0.1951,0.0575,0.2642,0.5
14,42,10014,2,3,0.058975,0.1905,0.0605,0.3919,0.1192
14,43,10014,0,2,0.055927,0.186,0.0565,0.228,0.5
14,44,10014,2,3,0.053944,0.1818,0.0605,0.3919,0.1192
14,45,10014,2,1,0.0522,0.1778,0.0585,0.2092,0.8808
14,46,10014,2,3,0.053208,0.1739,0.0605,0.3919,0.1192
14,47,10014,0,2,0.051642,0.1702,0.0565,0.228,0.5
14,48,10014,0,1,0.050617,0.1875,0.0565,0.1519,0.8808
14,49,10014,1,2,0.052657,0.1837,0.0575,0.2642,0.5
14,50,10014,2,1,0.053094,0.18,0.0585,0.2092,0.8808
14,51,10014,0,1,0.051336,0.18,0.0565,0.1519,0.8808
14,52,10014,2,3,0.050416,0.18,0.0605,0.3919,0.1192
14,53,10014,0,3,0.052729,0.18,0.0575,0.3155,0.1192
14,54,10014,1,3,0.055135,0.18,0.059,0.3527,0.1192
14,55,10014,1,1,0.055377,0.18,0.0575,0.1788,0.8808
14,56,10014,1,1,0.057447,0.18,0.0575,0.1788,0.8808
14,57,10014,0,2,0.055806,0.18,0.0565,0.228,0.5
14,58,10014,0,3,0.057495,0.18,0.0575,0.3155,0.1192
14,59,10014,2,1,0.057789,0.2,0.0585,0.2092,0.8808
14,60,10014,0,1,0.056318,0.2,0.0565,0.1519,0.8808
14,61,10014,2,2,0.056187,0.2,0.059,0.298,0.5
14,62,10014,1,2,0.05488,0.2,0.0575,0.2642,0.5
14,63,10014,0,2,0.055763,0.18,0.0565,0.228,0.5
14,64,10014,0,2,0.053305,0.18,0.0565,0.228,0.5
14,65,10014,1,2,0.058794,0.18,0.0575,0.2642,0.5
14,66,10014,0,1,0.058492,0.18,0.0565,0.1519,0.8808
14,67,10014,1,3,0.056682,0.16,0.059,0.3527,0.1192
14,68,10014,2,1,0.05247,0.16,0.0585,0.2092,0.8808
14,69,10014,0,2,0.052399,0.18,0.0565,0.228,0.5
14,70,10014,2,2,0.054291,0.2,0.059,0.298,0.5
14,71,10014,2,1,0.052934,0.2,0.0585,0.2092,0.8808
14,72,10014,2,2,0.049954,0.18,0.059,0.298,0.5
14,73,10014,2,3,0.049335,0.2,0.0605,0.3919,0.1192
14,74,10014,0,3,0.051077,0.2,0.0575,0.3155,0.1192
14,75,10014,0,3,0.050982,0.22,0.0575,0.3155,0.1192
14,76,10014,2,2,0.054863,0.24,0.059,0.298,0.5
14,77,10014,1,2,0.052686,0.24,0.0575,0.2642,0.5
14,78,10014,2,2,0.052991,0.24,0.059,0.298,0.5
14,79,10014,2,3,0.050858,0.22,0.0605,0.3919,0.1192
14,80,10014,1,1,0.052483,0.22,0.0575,0.1788,0.8808
14,81,10014,0,2,0.05312,0.22,0.0565,0.228,0.5
14,82,10014,1,3,0.052639,0.22,0.059,0.3527,0.1192
14,83,10014,0,2,0.049907,0.24,0.0565,0.228,0.5
14,84,10014,2,3,0.051107,0.22,0.0605,0.3919,0.1192
14,85,10014,0,1,0.053596,0.22,0.0565,0.1519,0.8808
14,86,10014,2,3,0.053529,0.2,0.0605,0.3919,0.1192
14,87,10014,2,2,0.053697,0.2,0.059,0.298,0.5
14,88,10014,1,2,0.049182,0.2,0.0575,0.2642,0.5
14,89,10014,2,1,0.051293,0.2,0.0585,0.2092,0.8808
14,90,10014,2,1,0.051001,0.2,0.0585,0.2092,0.8808
14,91,10014,1,3,0.052763,0.18,0.059,0.3527,0.1192
14,92,10014,1,2,0.051077,0.18,0.0575,0.2642,0.5
14,93,10014,2,3,0.052618,0.18,0.0605,0.3919,0.1192
14,94,10014,1,2,0.05412,0.2,0.0575,0.2642,0.5
14,95,10014,1,3,0.054446,0.2,0.059,0.3527,0.1192
14,96,10014,0,2,0.050969,0.22,0.0565,0.228,0.5
14,97,10014,1,2,0.051516,0.22,0.0575,0.2642,0.5
14,98,10014,2,3,0.054354,0.2,0.0605,0.3919,0.1192
14,99,10014,1,3,0.052495,0.2,0.059,0.3527,0.1192
15,0,10015,0,1,0.054496,0.5,0.0565,0.1519,0.8808
15,1,10015,0,2,0.054657,0.0,0.0565,0.228,0.5
15,2,10015,0,1,0.053435,0.0,0.0565,0.1519,0.8808
15,3,10015,2,2,0.05158,0.0,0.059,0.298,0.5
15,4,10015,2,1,0.05098,0.0,0.0585,0.2092,0.8808
15,5,10015,2,3,0.048149,0.0,0.0605,0.3919,0.1192
15,6,10015,2,2,0.048454,0.0,0.059,0.298,0.5
